,Date,Time,Open,High,Low,Close,Volume,chikou_span,volume_adi,volume_obv,volume_cmf,volume_fi,momentum_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr
14,2011.10.31,00:00,1.41505,1.4170399999999999,1.38283,1.38599,91951,1.3461100000000001,73775.92988873785,192669,,-134.77795929644157,53.17476931004686,-0.5627195462800877,0.4379266550191803,-1842.088381880295,1003.972889372029,1.388963917329483,0.016191248139999982,,,,,,0.0,0.0,1.3951236666666667,1.4115896666666665,1.3786576666666663,2.3605075870215697,0.22265071460384056,0.0,0.0,,,,,,1.3927283333333333,,1.3962146061066938,,0.0,0.0,0.0,1.0389746870145296,0.8643881933656231,0.17458649364890644,,,,,155.7848708355302,155.7848708355302,0.0,1.3975149999999998,,,1.394955,1.1975707694033197,1.2021385825199644,,,,,1.42465,0.0,1.0,45.867843471724285,,,34.90486613908061,,-65.09513386091939,,1.4020461861068427,0.8939295775673227,-2.003082753549401,-2.023416448116233,-0.12466491799498769
15,2011.11.01,00:00,1.386,1.3871,1.36076,1.36963,102926,1.33915,40170.6299646674,89743,,-356.07673082552355,47.97933500680733,-0.665499193595398,0.30112758847632726,-3056.7763465381868,1003.972889372029,1.3873577209449568,0.017206123325999988,,,,,,0.0,0.0,1.394779,1.4120119999999998,1.3775459999999997,2.471072478148876,-0.22967562235245711,0.0,1.0,,,,,,1.3922700000000001,,1.392124666705664,,0.0,19.006888740922403,35.57782659290478,0.8877029588724965,0.9978158740624746,-0.11011291518997812,,,,,150.34904987904244,153.06696035728632,-2.71791047824388,1.3927049999999999,,,1.3927049999999999,1.1975707694033197,1.2021385825199644,,,,,1.4238136,0.0,0.0,37.173259907641565,,,13.883236813272708,43.79820078767619,-86.1167631867273,,1.4016151662012402,-0.3999621853933854,-1.180383696852083,-1.187405536341385,-1.3035770904793575
16,2011.11.02,00:00,1.36971,1.38276,1.3635700000000002,1.37477,92669,1.34071,55671.80192923211,182412,,-237.16310356473258,56.19112329435733,-0.015841705424681427,0.3086363515895217,-867.1499460425623,1007.7406373414605,1.386803204810608,0.01740451099339997,,,,,,0.0,0.0,1.393831,1.4110149999999997,1.3766469999999997,2.465722171482766,-0.05461475791432981,0.0,1.0,,,,,,1.3921658333333335,,1.3894547179817156,,0.0,17.437156446972836,32.63954121055397,0.9548971193415652,1.0273251028806585,-0.0724279835390933,,,,,144.62872816092778,150.25421629183347,-5.625488130905694,1.3927049999999999,,,1.3927049999999999,1.1975707694033197,1.2021385825199644,,,,,1.4212914559999998,0.0,0.0,40.959883798976826,,,21.92831429018638,23.572139080846565,-78.07168570981362,,1.4009488221974622,-0.09084170288222361,0.3752838357804711,0.37458140285645536,-0.9331853688063885
17,2011.11.03,00:00,1.37477,1.38541,1.36564,1.38132,97623,1.34,112902.48326458957,280035,,-111.93542448405573,65.00730979283517,0.04779324544420734,0.32277352719583474,812.8900521089381,1007.7406373414605,1.3870603171328686,0.01764105989405998,,,,,,0.0,0.0,1.392976,1.4118269999999997,1.3741249999999996,2.706579294977094,0.19083868229803413,0.0,0.0,,,,,,1.3924458333333334,,1.3882032229076056,,0.0,17.098635765392668,29.89985964122045,0.9934643176098071,0.9768206543801247,0.01664366322968247,,,,,140.00165462829634,147.6910758759492,-7.689421247652859,1.3927049999999999,,,1.3927049999999999,1.1975707694033197,1.2021385825199644,,,,,1.4188701977599998,0.0,0.0,45.470175293689074,,,32.180309907653985,22.66395367037102,-67.81969009234601,,1.4007559748851368,0.24383871810502697,0.476443332339227,0.47531193332150945,-0.4611881359351977
18,2011.11.04,00:00,1.38132,1.38677,1.3710799999999999,1.3789799999999999,82606,1.34007,113481.62029454406,197429,,-123.5586552720505,64.76812935181027,0.06457884415175658,0.32028880379944924,325.1810838160924,1006.0334926600113,1.387157051694315,0.017445953904654,,,,,,0.0,0.0,1.3918493333333335,1.4109283333333331,1.3727703333333328,2.7415323689250144,0.16273564302812135,0.0,0.0,,,,,,1.3916025,,1.3867842655372047,,0.0,16.53430828382962,27.898445322669968,0.9862703925052493,0.9924083346793728,-0.006137942174123556,,,,,134.82189999770836,145.117240700301,-10.295340702592654,1.3927049999999999,,,1.3927049999999999,1.1975707694033197,1.2021385825199644,,,,,1.4165457898496,0.0,0.0,44.17191180275759,,,28.517764908436224,27.542129702092193,-71.48223509156378,,1.400242026333816,-0.7285292635519494,-0.1694031795673845,-0.16954682900769402,-0.6298100481365254
19,2011.11.06,00:00,1.38266,1.3830799999999999,1.37998,1.38176,1030,1.3411600000000001,113634.4590042216,198459,0.08067735578093198,-105.49836166175754,71.10982694716213,0.7840291262135526,0.38296028587914194,-137.8607282007117,1008.0616389054935,1.388252417935912,0.0161113585141886,1.387419,1.414505956196664,1.360332043803336,3.904654065810547,0.39554012715727704,0.0,0.0,1.3909486666666668,1.4092616666666662,1.3726356666666661,2.6331669081485423,0.24912175321722121,0.0,0.0,4.6049535144033635,0.328689935827205,,,,1.3911741666666666,,1.386011301608404,,0.0,16.22860877553344,27.38263656484555,1.048869438366156,0.9922769983266838,0.05659244003947228,,,-35.742093610567856,0.005401000000000211,129.92479491830085,142.58516640330097,-12.660371485000127,1.3927049999999999,,,1.3927049999999999,1.1975707694033197,1.2021385825199644,,,,,1.414314358255616,0.0,0.0,46.13943885114945,,,32.8689935827205,31.189022799603563,-67.1310064172795,,1.399969443869693,-0.3706107145432203,0.2015982827887397,0.2013953461493745,-0.4294814515896528
20,2011.11.07,00:00,1.38268,1.3830799999999999,1.36808,1.3774600000000001,84065,1.33413,134706.7523375575,114394,0.04995238423124796,-142.06709571007752,62.54865619832161,-0.10616784630940293,0.3663383622937645,-259.5315593408174,1008.0616389054935,1.3876376491190046,0.01600022266276973,1.386906,1.414337163591798,1.3594748364082019,3.9557350810794802,0.32782356336454876,0.0,0.0,1.3896393333333334,1.407682333333333,1.3715963333333328,2.5967889030199407,0.16249145559683342,0.0,0.0,4.606656831825661,0.26138675849115917,,,,1.3898941666666664,,1.3846957167455725,,0.0,15.126701544006893,30.910039883504865,0.9768378650553876,1.0174701169052942,-0.0406322518499066,,,-68.04786333792252,0.003754000000000035,121.53612999667173,139.57816120235395,-18.04203120568222,1.39039,,,1.3927049999999999,1.1975707694033197,1.2021385825199644,,,,,1.4121721839253913,0.0,0.0,43.581008633514884,,,26.138675849115916,29.175144780090875,-73.86132415088409,,1.3994965639402024,-1.102798638732933,-0.3111973135710988,-0.31168253934550916,-0.7393422304211139
21,2011.11.08,00:00,1.3774899999999999,1.38467,1.3724299999999998,1.38327,79486,1.33848,196009.68044213214,193880,0.08811777814805316,-55.79841632292508,65.36259961570414,0.045734846388044544,0.017691871729632793,73.65663938923996,1012.3135504833548,1.3870683162171358,0.015624200396492783,1.386682,1.4141550716156748,1.3592089283843252,3.9624184370569178,0.4379028299468843,0.0,0.0,1.3866583333333335,1.402100333333333,1.3712163333333327,2.227224923226727,0.3902883909683706,0.0,0.0,4.607400975854594,0.35232430740334997,,,,1.3892783333333332,,1.384476375707792,,0.0,15.006399519439077,29.16956206242035,0.9465908126008311,1.006113611276216,-0.05952279867538479,,,-39.20221939290635,0.003918000000000088,111.54411893699705,136.07390591918434,-24.52978698218729,1.3889,,,1.3927049999999999,1.1975707694033197,1.2021385825199644,,,,,1.4101156965683757,0.0,0.0,47.79331315753398,,,35.232430740335,31.41336672405713,-64.76756925966501,,1.3975598474522584,-0.5314023557159915,0.4217908324016584,0.42090378830917374,-0.3206698757674542
22,2011.11.09,00:00,1.38327,1.38584,1.3523100000000001,1.35416,91607,1.33604,114511.41590291308,102273,0.08173189691091422,-428.78146684822104,57.179502264826034,-0.34680401061053756,-0.011093965443867367,-1592.5439157354306,1012.3135504833548,1.3848468998010537,0.017414780356843487,1.3857045,1.416181198951822,1.3552278010481777,4.398729880984315,-0.01751831866478894,0.0,1.0,1.3814736666666667,1.3996006666666665,1.3633466666666663,2.6242990275360705,-0.25339732627202993,0.0,1.0,5.220449237193056,0.025573679845174332,,,,1.3862416666666666,,1.3798123179065933,,0.0,12.86872632257976,33.56223143994916,0.8791754674176637,1.034303371665493,-0.1551279042478293,,,-130.64402111732326,0.03304550000000006,100.16273991215814,132.0837763628481,-31.921036450689968,1.384675,,,1.38848,1.1975707694033197,1.2021385825199644,,,,,1.4081414687056406,0.0,0.0,34.068685382378305,,,2.557367984517433,21.309491524656107,-97.44263201548257,,1.389735908070674,-2.620451603624337,-2.104433696964436,-2.1268925495182778,-2.4183552878102255
23,2011.11.10,00:00,1.35422,1.36527,1.34835,1.36057,90295,1.31876,154642.5270140251,192568,0.09617389976874763,-284.8425501556177,49.04348830396932,-0.22982867268398244,-0.02905828254091156,-1500.3916171870246,1017.1053992003441,1.3821270706284636,0.017365302321159144,1.3849765,1.41708092105069,1.35287207894931,4.636096143247196,0.11988880033898879,0.0,0.0,1.3757986666666668,1.3953976666666663,1.3561996666666662,2.8491087358712415,0.11149378369645904,0.0,0.0,5.5091187467801825,0.1601572739187433,,,,1.3813933333333333,,1.376851961305579,,0.0,11.944093135555393,32.83236885690457,0.8553968375219607,1.1134367122450541,-0.2580398747230934,,,-153.7466952276212,0.02951349999999997,88.97604959186224,124.66057400244055,-35.68452441057832,1.367725,,,1.3864999999999998,1.1975707694033197,1.2021385825199644,,,,,1.4047915805833022,0.0,0.0,38.27221976483777,,,16.015727391874332,17.935175372242245,-83.98427260812566,,1.3858154715319806,-4.100792951541843,0.4733561765227101,0.4722393691046711,-1.9564465454126156
24,2011.11.11,00:00,1.36056,1.37947,1.3578,1.3747,73878,1.30365,195996.47902140912,266446,0.15605448166445257,-95.02273727624402,56.46053570776078,0.3468525812826557,-0.0013344154445185375,1194.666083120295,1027.6683980101818,1.380761212597576,0.01779577208904324,1.3849105,1.4170936312802218,1.352727368719778,4.647683916068494,0.34136876068559,0.0,0.0,1.3733356666666667,1.3916806666666663,1.3549906666666662,2.67159740262578,0.5371854274552669,0.0,0.0,5.509381292148484,0.34534731323722256,,,,1.3780774999999998,,1.3765208903354897,,0.0,16.775538609021993,29.872027151499893,0.913465517890063,1.0640731404492263,-0.15060762255916327,,,-76.50467268648647,0.02940950000000009,80.36775458941395,116.88487452581518,-36.51711993640123,1.36756,,,1.3864999999999998,1.1975707694033197,1.2021385825199644,48.0,92.0,-44.0,,1.400276254136638,0.0,0.0,46.38675708041899,,,34.53473132372226,17.702608900037998,-65.46526867627774,,1.3856047967035234,-2.813028017165197,1.0385353197556846,1.0331795905485885,-0.9382296140431845
25,2011.11.14,00:00,1.3809,1.3809,1.3591,1.36321,77676,1.29821,147609.31938838196,188770,0.10382869833287017,-208.94766623678058,48.36600850066175,0.03830913023327846,-0.048859041154919666,118.01857140864513,1027.6683980101818,1.3772262273820066,0.01819619488013892,1.3841729999999999,1.4176109838507047,1.350735016149295,4.831474656810218,0.18653911531274991,0.0,0.0,1.3728596666666668,1.3907506666666665,1.354968666666666,2.6063843864595353,0.2303206453896901,0.0,0.0,5.512316740754229,0.19475753604194088,-0.005873972227429469,,,1.3738183333333331,1.3831442307692308,1.3744730610531066,1.380347033280536,0.0,15.866417870443367,27.21369410699775,0.8865003609529148,1.171452634956284,-0.2849522740033691,,,-88.20249573137143,0.0018170000000001796,75.02250123091932,109.15084931136978,-34.128348080450465,1.36756,1.3864999999999998,1.37703,1.3864999999999998,1.1975707694033197,1.2021385825199644,44.0,88.0,-44.0,,1.396122153805707,0.0,0.0,41.598046517417735,,,20.733919352588348,23.76145935606164,-79.26608064741166,,1.385341568504903,-3.613750777758922,-0.8358187240852577,-0.8393312748477877,-1.7662064393393462
26,2011.11.15,00:00,1.36322,1.36405,1.34961,1.3539,82173,1.30154,114262.10470694293,106597,0.03039022196362415,-288.3880896315254,40.80061215381606,-0.23143222226278745,-0.07244532128596448,-1210.428482006536,1027.6683980101818,1.3727711137028178,0.017820575392125025,1.382413,1.418247957848447,1.3465780421515527,5.184406953413654,0.10216222214371383,0.0,0.0,1.3710750000000003,1.3884909999999997,1.3536589999999993,2.5404883029739738,0.006918925126344195,0.0,0.0,5.519334670608569,0.07273918741808864,-0.007080019041030061,,,1.3711441666666664,1.3818434615384616,1.371307974737244,1.3783879937782741,0.0,14.919331798090582,29.512196276004925,0.7482302605989881,1.2138078568650328,-0.46557759626604467,,,-133.8455758283282,-0.012782999999999989,67.61957831956566,101.10839638817748,-33.48881806861182,1.36756,1.3864999999999998,1.37703,1.3864999999999998,,1.38083,40.0,100.0,-60.0,,1.3923003815012505,0.0,0.0,38.16046816087551,,,8.079778715970553,21.116143130760378,-91.92022128402945,,1.3840741774944607,-2.315312520292351,-0.6829468680540685,-0.6852896227831196,-2.4370910558325853
27,2011.11.16,00:00,1.35391,1.35564,1.34285,1.3463100000000001,88877,1.3043799999999999,73471.80056308134,17720,0.0021984486142378992,-343.55785254130734,37.73536376725474,-0.10915326799959305,-0.06715347796092672,-1059.4447944994117,1027.6683980101818,1.3707834900014246,0.01731751785291251,1.3803834999999998,1.4194261358100981,1.3413408641899014,5.65678100471331,0.06363729941631474,0.0,0.0,1.3681560000000004,1.3848739999999997,1.3514379999999995,2.4438733594707207,-0.15336762770664308,0.0,1.0,5.925889435798087,0.04229828850855775,-0.008549713621019084,,,1.369200833333333,1.3802496153846158,1.3674621324699756,1.3760118460909947,31.178728268150277,14.115623131664451,30.76961470771371,0.7306212409877092,1.2223467443684861,-0.4917255033807769,,,-150.38473834998766,-0.005613499999999716,59.34846253756836,92.72245889260637,-33.37399635503801,1.3643450000000001,1.38375,1.3740475,1.38375,,1.38083,36.0,100.0,-64.0,,1.3887843509811504,0.0,0.0,35.57909192364038,,,4.663701307453875,11.159133125337583,-95.33629869254612,,1.3808863610915258,-1.7026496207004655,-0.5606027033015715,-0.5621799778476266,-2.984031360793238
28,2011.11.17,00:00,1.3463,1.35399,1.34216,1.3457700000000001,90982,1.30331,38017.27647178973,-73262,-0.05029217850944534,-301.4967707496918,37.874315154594576,-0.015213009166648413,-0.028045868167109616,-534.7394109065386,1027.6683980101818,1.3669195169527406,0.01676876606762126,1.3780309999999998,1.4193937363214761,1.3366682636785234,6.00316485209351,0.11002338252886455,0.0,0.0,1.3649923333333336,1.3813243333333332,1.3486603333333327,2.3929804733946343,-0.08848681525019927,0.0,1.0,5.986077236288586,0.04376288034913463,-0.009646828022764842,,,1.3667841666666662,1.3791750000000003,1.3641248813207487,1.3737717093435136,31.633035090056257,13.39675728385677,29.4996497001222,0.8301333007215357,1.2529452529452516,-0.4228119522237159,,,-137.5675411787047,0.0032890000000003194,51.113501900564515,83.96564855730233,-32.852146656737816,1.3639999999999999,1.383405,1.3737024999999998,1.383405,,1.38185,32.0,100.0,-68.0,,1.3841909158830354,0.0,0.0,35.39563925181763,,40.12146267364545,8.032932799288195,6.925470940904199,-91.96706720071181,,1.3780711666104684,-2.1094437615019177,-0.040109632996854216,-0.04011767906172414,-3.0229441097627707
29,2011.11.18,00:00,1.34578,1.36137,1.3446799999999999,1.35238,79095,1.29972,31903.882223736975,5833,-0.055058295111635444,-183.7375249283097,45.77588550664256,0.10445097667361879,0.026950572566391582,351.99727737650744,1032.7159827466874,1.365399794172147,0.016760889460859144,1.3761169999999998,1.4184952822209673,1.3337387177790323,6.159110340322446,0.2199390966789171,0.0,0.0,1.362112666666667,1.3798036666666664,1.344421666666666,2.597582480940181,0.22492604525843227,0.0,0.0,5.994403092178933,0.12389380530973332,-0.009869161778858881,,,1.3643724999999998,1.3783000000000003,1.362317976502172,1.372187138281031,31.32919665620599,15.610302577533458,27.381026165195888,0.9275227021980812,1.1049393193583972,-0.17741661716031598,,,-102.26364770330143,0.00286300000000006,44.223993863385694,75.37541120915942,-31.15141734577373,1.3639999999999999,1.383405,1.3737024999999998,1.383405,,1.378325,28.000000000000004,96.0,-68.0,,1.3791472059770713,0.0,0.0,39.507364358180986,,46.26220630989866,22.90966151087175,11.868765205871263,-77.09033848912826,,1.3764635042062872,-2.095097443025525,0.4911686246535263,0.489966326830249,-2.546623238117207
30,2011.11.20,00:00,1.3511,1.3533899999999999,1.3511,1.3525,778,1.30819,32077.14859928291,6611,-0.07042324106920787,-157.47596993855117,40.783033199913824,-0.22958868894600656,0.01168293088629693,388.5588575211402,1032.8076181730687,1.3646358633470919,0.015313800514773218,1.3742119999999998,1.4172352935047976,1.331188706495202,6.261522022045775,0.24767157240555662,0.0,0.0,1.3597250000000003,1.3761449999999997,1.3433049999999995,2.4151942488370954,0.2799939098660308,0.0,0.0,6.002712827424005,0.1253485270941935,-0.00992131316293432,,,1.362165833333333,1.377395384615385,1.360807518578761,1.3707288317416952,31.04706096763075,15.446384219173867,27.093507532106777,0.9384256719692801,1.1296855000914243,-0.19125982812214426,,,-94.2053188885131,0.007548000000000332,38.79980696297821,67.29270987871288,-28.492902915734675,1.3639999999999999,1.383405,1.3737024999999998,1.383405,,1.378325,24.0,92.0,-68.0,,1.3747087412598227,0.0,0.0,39.582542079249464,,43.90451814257418,23.178659493387148,18.040417934515688,-76.82134050661286,,1.375201781358445,-1.9202599022465763,0.008873245685392384,0.008872852036234669,-2.537975960568417
